WANTED_AUTH_NO,COMPANY,TITLE,JOBS_NM,SAL_TP_NM,SAL_TP_CD,SAL,SAL_AMT,REGION,REGION_CD,HOLIDAY_TP_NM,MIN_EDUBG,MIN_EDUBG_CD,MAX_EDUBG,MAX_EDUBG_CD,CAREER,CAREER_CD,EMP_TP_NM,PSN_CNT,RCPT_MTHD,WANTED_REG_DT,CLOSE_DT,INFO_SVC,WANTED_INFO_URL,ZIP_CD,STRTNM_CD,BASIC_ADDR,DETAIL_ADDR,RD_CNT,SHERE_CNT,BIZ_NO,REG_DT,REG_USR,UPD_DT,UPD_USR,DEL_YN,USE_YN,INTRST_CNT,CL_CD,JOB_CAREER_CD,JOBS_CD,JOB_AREA_CD,JOB_ACDMCR_CD,EMP_TP_CD,JOB_EMP_TP_CD,SEOUL_CAPITAL_AREA_YN
K172112606230003,주식회사 내추럴푸드시스템,이동급식 배송담당자 채용,경·소형 화물차 운전원(622301),시급,H,10320원 ~ 15500원,10320 ~ 15500,충남 천안시 서북구,44133,주6일근무,학력무관,0,null,,관계없음,Z,기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망,2,고용24,2026.6.23,채용시까지  26-08-21,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K172112606230003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,31136,4.41E+11,충청남도 천안시 서북구 축구센터로 150,본관동 1층 구내식당,0,0,4638700857,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,622301,1,622301,1000,0,10,1,N
K130112606230007,주식회사 삼천,[좌천동 일신기독병원] 구내식당 주방보조 조리원(...,병원 급식 조리사(531803),월급,M,256만원,256,부산 동구,26170,주5일근무,학력무관,0,null,,관계없음,Z,기간의 정함이 있는 근로계약12 개월/ 파견근로 비희망/ 대체인력채용 비희망,1,"팩스,고용24",2026.6.23,채용시까지  26-08-21,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K130112606230007&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,48724,2.62E+11,부산광역시 동구 정공단로 27,일신기독병원 구내식당,0,0,6178129430,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,531803,1,531803,1000,0,20,2,N
K120412606230002,동행재가노인복지센터,노원구 월계주공1단지 4등급 여자어르신 요양보호사...,재가 요양보호사(550102),시급,H,10320원 ~ 10320원,10320 ~ 10320,서울 노원구,11350,주5일근무,학력무관,0,null,,관계없음,Z,기간의 정함이 없는 근로계약(시간(선택)제)/ 파견근로 비희망/ 대체인력채용 비희망,1,고용24,2026.6.23,2026.7.7,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K120412606230002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,1881,1.14E+11,서울특별시 노원구 초안산로1길 15,108동,0,0,4898002668,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,550102,1,550102,1100,0,11,1,Y
K120312606230003,서림폴리텍 주식회사,상도동 상도래미안1차 미화원 모집,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)(561101)",시급,H,10320원 ~ 10320원,10320 ~ 10320,서울 동작구,11590,주5일근무,학력무관,0,null,,관계없음,Z,기간의 정함이 있는 근로계약3 개월/ 계약기간 만료 후 상용직전환검토/ 파견근로 비희망/ 대체인력채용 비희망,2,"팩스,고용24",2026.6.23,채용시까지  26-08-21,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K120312606230003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,6948,1.16E+11,서울특별시 동작구 상도동 등용로 37,상도래미안아파트,0,0,1198166095,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,561101,1,561101,1100,0,20,2,Y
K152122606230002,（사）한국지체장애인협회 강원도협회,강원양구군장애인편의증진기술지원센터 신규/경력직원(...,건축가(건축설계 포함)(140100),월급,M,215만원,215,강원 양구군,51800,주5일근무,학력무관,0,null,,관계없음,Z,기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망,1,"방문,우편,이메일,자사채용사이트(http://www.kwappds.or.kr/)",2026.6.23,2026.7.6,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K152122606230002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,24521,5.18E+11,강원특별자치도 양구군 비봉로73번길 12,양구군장애인복지센터,0,0,2218206650,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,140100,1,140100,,0,10,1,N
K180142606230001,동원효실버센터,사회복지사 구인합니다.,사회복지사(사회복지시설)(231101),월급,M,215만원 ~ 220만원,215 ~ 220,경기 동두천시,41250,주5일근무,학력무관,0,null,,관계없음,Z,기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망,1,"고용24,이메일",2026.6.23,2026.7.7,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K180142606230001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,11359,4.13E+11,경기도 동두천시 삼육사로 1144,동원효실버센터,0,0,2318002415,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,231101,1,231101,4125,0,10,1,Y
K172112606230004,주식회사 내추럴푸드시스템,(석식 파트타임/천안시 직산읍)기업 구내식당 배식...,단체 급식 보조원(532302),시급,H,10320원 ~ 13000원,10320 ~ 13000,충남 천안시 서북구,44133,주5일근무,학력무관,0,null,,관계없음,Z,기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망,1,"고용24,이메일",2026.6.23,채용시까지  26-08-22,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K172112606230004&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,31040,4.41E+11,충청남도 천안시 서북구 4산단4로 42,,0,0,4638700857,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,532302,1,532302,1000,0,10,1,N
K163012606230001,(재)대한예수교봉개어린이집,보육교사,보육 관련 시설 돌봄 종사원(232200),월급,M,231만원 ~ 240만원,231 ~ 240,제주 제주시,50110,주5일근무,학력무관,0,null,,경력,E,기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망,2,고용24,2026.6.23,2026.6.30,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K163012606230001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,63327,5.01E+11,제주특별자치도 제주시 번영로 561-8,봉개어린이집,0,0,6168212200,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,232200,3,232200,1000,0,10,1,N
K131472606230001,(주)함양대동,함께할 농기계 수리기사 인재를 영입합니다.,농업용?기타 기계장비 설치 및 정비원(811900),월급,M,270만원 ~ 350만원,270 ~ 350,경남 함양군,48870,주5일근무,학력무관,0,null,,경력,E,기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망,1,"방문,팩스,고용24",2026.6.23,채용시까지  26-08-21,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K131472606230001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,50032,4.89E+11,경상남도 함양군 함양읍 함양로 1276,,0,0,1558102194,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,811900,3,811900,1000,0,10,1,N
K120412606230004,가은방문요양센터,요양보호사 모집,재가 요양보호사(550102),시급,H,10320원 ~ 10320원,10320 ~ 10320,서울 영등포구,11560,주6일근무,학력무관,0,null,,관계없음,Z,기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망,1,"방문,이메일",2026.6.23,채용시까지  26-08-22,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K120412606230004&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,7275,1.16E+11,서울특별시 영등포구 영등포로 17,101동,0,0,1098020004,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,550102,1,550102,1100,0,10,1,Y
K131522606230002,삼우공영주식회사,[삼우공영] 구내식당 조리사 모집,사업체 구내식당 급식 조리사(531804),시급,H,10320원 ~ 11800원,10320 ~ 11800,경남 거제시,48310,주5일근무,학력무관,0,null,,관계없음,Z,기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망,2,고용24,2026.6.23,2026.7.12,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K131522606230002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,53263,4.83E+11,경상남도 거제시 장평3로 75,삼성중공업 내 사원식당,0,0,6128107988,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,531804,1,531804,1000,0,10,1,N
K152312606230001,세바노인복지센터,조리원 채용,기타 조리사(531900),월급,M,238만원,238,강원 강릉시,51150,주6일근무,학력무관,0,null,,관계없음,Z,기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망,1,"방문,우편,팩스,고용24,이메일",2026.6.23,채용시까지  26-08-22,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K152312606230001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,25604,5.12E+11,강원특별자치도 강릉시 남부로17번길 23,2층,0,0,6418002252,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,531900,1,531900,,0,10,1,N
K140052606230001,(주)웅진팩,웅진팩 - 생산직 사원 모집,기타 제조 관련 단순 종사원(890000),월급,M,230만원,230,경북 칠곡군,47850,주5일근무,학력무관,0,null,,관계없음,Z,기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망,1,"방문,팩스,고용24,기타(이메일: wj9632@hanmail.net)",2026.6.23,2026.7.7,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K140052606230001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,39831,4.79E+11,경상북도 칠곡군 석적읍 3공단3로 18,,0,0,5138145050,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,890000,1,890000,1000,0,10,1,N
K162212606230002,（주）달성,※ 용접사(경력직) 모집,"전기용접원(아크,알곤,티그용접원)(824102)",연봉,Y,4800만원,4800,전남 순천시,46150,주5일근무,학력무관,0,null,,경력,E,기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망,2,"우편,고용24",2026.6.23,채용시까지  26-08-22,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K162212606230002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,58035,4.62E+11,전라남도 순천시 해룡면 율촌산단3로 28,(신성리),0,0,4168110094,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,824102,3,824102,1000,0,10,1,N
K172112606230005,주식회사 지앤,(천안근무) 자동차부품 개발 직무 신입 및 경력자...,고무·플라스틱 기술자 및 연구원(154102),연봉,Y,3500만원,3500,충남 천안시 서북구,44133,주5일근무,고졸,3,대졸(4년),5,관계없음,Z,기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망,1,고용24,2026.6.23,2026.7.11,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K172112606230005&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,31028,4.41E+11,충청남도 천안시 서북구 직산읍 금곡로 52-24,,0,0,1288127441,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,154102,1,154102,1000,3,10,1,N
K162212606230003,보트팩토리 주식회사,"알루미늄보트 제작 용접,제작원 구인",용접원(824100),월급,M,270만원 ~ 400만원,270 ~ 400,전남 순천시,46150,주5일근무,학력무관,0,null,,관계없음,Z,기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망,1,고용24,2026.6.23,2026.7.10,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K162212606230003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,58023,4.62E+11,전라남도 순천시 해룡산단6로 80,,0,0,5618702668,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,824100,1,824100,1000,0,10,1,N
KEC0262606230001,주식회사게스,[주식회사 게스] 평택삼성 안전감시단(생명지킴이)...,건축안전·환경·품질·에너지관리 기술자(140206),연봉,Y,3960만원,3960,경기 평택시,41220,주6일근무,학력무관,0,null,,관계없음,Z,기간의 정함이 있는 근로계약11 개월/ 계약기간 만료 후 상용직전환검토/ 파견근로 비희망/ 대체인력채용 비희망,50,"방문,우편,고용24",2026.6.23,채용시까지  26-08-21,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KEC0262606230001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,17786,4.12E+11,경기도 평택시 삼성로 114,P4 현장,0,0,7638701251,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,140206,1,140206,4122,0,20,2,Y
K120312606230004,(A)+연세재가복지센터,역촌동  2등급 여 13:00-17:00  4시간...,재가 요양보호사(550102),시급,H,10320원 ~ 10320원,10320 ~ 10320,서울 은평구,11380,주6일근무,학력무관,0,null,,관계없음,Z,기간의 정함이 있는 근로계약(시간(선택)제)12 개월/ 파견근로 비희망/ 대체인력채용 비희망,1,"방문,고용24",2026.6.23,채용시까지  26-08-21,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K120312606230004&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,3403,1.14E+11,서울특별시 은평구 진흥로7나길 11-1,11월 1일,0,0,1109190490,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,550102,1,550102,1100,0,21,2,Y
K180012606230001,더편한방문간호요양센터,동탄예당마을에서 요양보호사님 구인합니다,재가 요양보호사(550102),시급,H,10320원 ~ 10320원,10320 ~ 10320,경기도 화성시 동탄구,41597,주5일근무,학력무관,0,null,,관계없음,Z,기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망,1,방문,2026.6.23,2026.7.7,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K180012606230001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,18447,4.16E+11,경기도 화성시 동탄구 동탄반석로 231,150,0,0,8308002134,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,550102,1,550102,,0,10,1,Y
K172112606230006,주식회사 지앤,사출 현장관리(주/야) 조-반장급 경력자 모집(천...,기타 비금속제품 관련 생산기 조작원(826900),시급,H,11000원,11000,충남 천안시 서북구,44133,주5일근무,학력무관,0,null,,경력,E,기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망,2,"고용24,기타(*지원을 희망하시는 분은 워크넷에 구직등록 후 [워크넷입사지원]바랍니다)",2026.6.23,2026.7.11,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K172112606230006&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,31028,4.41E+11,충청남도 천안시 서북구 금곡로 52-24,,0,0,1288127441,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,826900,3,826900,1000,0,10,1,N
K152122606230003,아난티펜트하우스서울,[중장년시니어인턴십]아난티 코드(가평) 밑반찬 제...,김치 및 밑반찬 제조 종사원(872200),시급,H,10320원 ~ 10320원,10320 ~ 10320,경기 가평군,41820,주5일근무,학력무관,0,null,,관계없음,Z,기간의 정함이 있는 근로계약9 개월/ 파견근로 비희망/ 대체인력채용 비희망,2,"팩스,고용24,이메일",2026.6.23,채용시까지  26-08-21,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K152122606230003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,12472,4.18E+11,경기도 가평군 설악면 유명로 1007-90,아난티 펜트하우스 서울,0,0,6718500186,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,872200,1,872200,4182,0,20,2,Y
K180612606230001,주식회사현성,로더(로우더) 성실히 일하실 분 구합니다,로더 운전원(페이로더 운전원)(704002),월급,M,260만원,260,충남 당진시,44270,주6일근무,학력무관,0,null,,경력,E,기간의 정함이 있는 근로계약3 개월/ 계약기간 만료 후 상용직전환검토/ 파견근로 비희망/ 대체인력채용 비희망,3,"방문,고용24",2026.6.23,채용시까지  26-08-21,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K180612606230001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,31750,4.43E+11,충청남도 당진시 당진항만로 151,평택당진중앙부두 (서부두 제1게이트정문),0,0,2678801333,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,704002,3,704002,1000,0,20,2,N
K171112606230008,(주)동화,제품 배송직,배송·납품 운전원(납품영업 포함)(624102),월급,M,300만원 ~ 300만원,300 ~ 300,충북 청주시 흥덕구,43113,주5일근무,학력무관,0,null,,관계없음,Z,기간의 정함이 있는 근로계약3 개월/ 계약기간 만료 후 상용직전환검토/ 파견근로 비희망/ 대체인력채용 비희망,1,"방문,우편,팩스,고용24",2026.6.23,채용시까지  26-08-22,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K171112606230008&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,28438,4.31E+11,충청북도 청주시 흥덕구 월명로201번길 31,,0,0,3158104208,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,624102,1,624102,1000,0,20,2,N
K180522606230002,(주)엔.티.에스,금속(판금)절곡오퍼레이터 모집,금속절곡기 조작원(밴딩기 조작원)(813209),연봉,Y,4300만원,4300,경기 시흥시,41390,주5일근무,학력무관,0,null,,관계없음,Z,기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망,1,"고용24,이메일",2026.6.23,2026.7.2,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K180522606230002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,14942,4.14E+11,경기도 시흥시 매화로116번길 12-1,(도창동),0,0,1348158425,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,813209,1,813209,4139,0,10,1,Y
K180362606230001,주식회사 아이제이캐스트,알루미늄 주조생산/ 기계조작원 모집,기타 제조 관련 단순 종사원(890000),월급,M,250만원,250,경기 여주시,41670,주5일근무,학력무관,0,null,,관계없음,Z,기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망,3,"팩스,이메일",2026.6.23,채용시까지  26-08-21,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K180362606230001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,12659,4.17E+11,경기도 여주시 점봉길 58 0,아이제이캐스트,0,0,7178102503,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,890000,1,890000,4167,0,10,1,Y
K180522606230003,(주)엔.티.에스,생산직(후가공) 사원 모집,금속가공 기계 조작원(821200),연봉,Y,3000만원,3000,경기 시흥시,41390,주5일근무,학력무관,0,null,,관계없음,Z,기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망,1,"고용24,이메일",2026.6.23,채용시까지  26-07-31,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K180522606230003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,14942,4.14E+11,경기도 시흥시 매화로116번길 12-1,(도창동),0,0,1348158425,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,821200,1,821200,4139,0,10,1,Y
K152412606230003,사랑재가센터,학성동 방문요양보호사 구인,재가 요양보호사(550102),시급,H,10320원 ~ 10320원,10320 ~ 10320,강원 원주시,51130,,학력무관,0,null,,관계없음,Z,기간의 정함이 없는 근로계약(시간(선택)제)/ 파견근로 비희망/ 대체인력채용 비희망,1,"방문,고용24",2026.6.23,2026.7.13,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K152412606230003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,26412,5.11E+11,강원특별자치도 원주시 원문로 63,인근,0,0,2248025104,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,550102,1,550102,,0,11,1,N
KF11192606230001,풍성한 재가복지센터,[중화산동 신일아파트] 재가요양보호사 구인,재가 요양보호사(550102),시급,H,10320원 ~ 10320원,10320 ~ 10320,전북 전주시 완산구,52111,주6일근무,학력무관,0,null,,관계없음,Z,기간의 정함이 없는 근로계약(시간(선택)제)/ 파견근로 비희망/ 대체인력채용 비희망,1,"방문,팩스",2026.6.23,채용시까지  26-07-22,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KF11192606230001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,55046,5.21E+11,전북특별자치도 전주시 완산구 서원로 386,,0,0,2858002902,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,550102,1,550102,,0,11,1,N
K161232606230001,돌봄재가복지센터,모현동 아파트 독거 여자어르신과 함께하실 요양보호...,재가 요양보호사(550102),시급,H,10320원,10320,전북 익산시,52140,주5일근무,학력무관,0,null,,관계없음,Z,기간의 정함이 없는 근로계약(시간(선택)제)/ 파견근로 비희망/ 대체인력채용 비희망,1,고용24,2026.6.23,2026.7.7,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K161232606230001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,54655,5.21E+11,전북특별자치도 익산시 선화로13길 72,,0,0,1158003640,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,550102,1,550102,,0,11,1,N
K180362606230002,주식회사 누구나금강,냉난방설치관련 부품 생산,기타 제조 관련 단순 종사원(890000),시급,H,10320원 ~ 10320원,10320 ~ 10320,경기 여주시,41670,주5일근무,학력무관,0,null,,신입,N,기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망,3,방문,2026.6.23,채용시까지  26-08-22,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K180362606230002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,12641,4.17E+11,경기도 여주시 세종대왕면 능서공원길 14,,0,0,5288702040,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,890000,2,890000,4167,0,10,1,Y
K130232606230001,（주）농심,라면 과자 단순 생산직 모집(2교대),식품 분야 단순 종사원(890006),연봉,Y,3800만원,3800,부산 사상구,26530,주5일근무,고졸,3,대졸(4년),5,관계없음,Z,기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망,13,"이메일,기타(* 이메일 제목: [(주)농심 부산공장 생산직 지원] 이름 OOO 입력 후 전송 바랍니다.(휴대폰 번호 기재 필수)* 서류 합격자에 한해 면접 일정 개별 통보 예정)",2026.6.23,2026.7.7,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K130232606230001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,46922,2.65E+11,부산광역시 사상구 사상로455번길 46,(주)농심 부산공장,0,0,1188103914,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,890006,1,890006,1000,3,10,1,N
K180012606230002,선재재활전문요양원,[ 정자동] 4등급 할머니 재가요양보호사 모집,재가 요양보호사(550102),시급,H,10320원 ~ 10320원,10320 ~ 10320,경기 수원시 장안구,41111,,학력무관,0,null,,관계없음,Z,기간의 정함이 없는 근로계약(시간(선택)제)/ 파견근로 비희망/ 대체인력채용 비희망,1,방문,2026.6.23,채용시까지  26-08-21,VALIDATION,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K180012606230002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,16328,4.11E+11,경기도 수원시 장안구 천천로74번길 92,826동,0,0,1248037969,2026.6.24 2:43,SYSTEM,2026.6.24 2:43,SYSTEM,N,Y,0,550102,1,550102,4111,0,11,1,Y
